currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
"Big George had gathered himself up, and stood again hammer in fist beside the doomed machine, grimly silent, being a man of action but no talker.","[('man', 0.56), ('one', 0.07), ('boy', 0.03), ('father', 0.02), ('lad', 0.02), ('victim', 0.01), ('pair', 0.01), ('hero', 0.01), ('woman', 0.01), ('men', 0.01), ('child', 0.01), ('prisoner', 0.01), ('youth', 0.01), ('son', 0.0), ('couple', 0.0), ('master', 0.0), ('giant', 0.0), ('girl', 0.0), ('chief', 0.0), ('brother', 0.0)]",Fiction,1894,1890,9010,"{'man': 0.56, 'boy': 0.03, 'father': 0.02, 'lad': 0.02, 'victim': 0.01, 'hero': 0.01, 'woman': 0.01, 'men': 0.01, 'child': 0.01, 'prisoner': 0.01, 'youth': 0.01, 'son': 0.0, 'master': 0.0, 'giant': 0.0, 'girl': 0.0, 'brother': 0.0}","The machine is called 'doomed,' a term usually reserved for living beings facing fate, lending it a faint sense of destiny or sentience amid an otherwise human-centered, action-driven scene.",Yes,"{'had': 'Neutral auxiliary verb, no register significance.', 'big': 'Descriptor of George, purely physical, human trait.', 'doomed': 'Applies a fate-laden, life-like term to the machine, suggesting mild anthropomorphism.', 'himself': 'Refers reflexively to George, human agency.', 'man': ""Explicitly human descriptor, reinforces George's humanity."", 'george': 'Human character, central agent of the sentence.', 'up': 'Neutral spatial/directional word.', 'hammer': 'Tool symbolizing human action/agency, not mechanical personification.', 'the': 'Neutral article, no semantic weight.', 'talker': ""Human trait describing George's personality (or lack of speech)."", 'stood': 'Physical human action, neutral verb.'}",anthropomorphism,9010
"Our engine being finished so far as the machinery is concerned, she is tried in the shops, and, if found to run all right up and down, the "" ugly duck ling "" comes forth a very plain looking machine, unpainted, smeared here and there with daubs of colour, a decidedly untidy young locomotive full grown, and looking even larger than she really is, and bigger than she will look when dressed in her new coats of paint.","[('thing', 0.27), ('creature', 0.18), ('locomotive', 0.13), ('girl', 0.04), ('woman', 0.03), ('engine', 0.03), ('object', 0.03), ('monster', 0.02), ('animal', 0.02), ('being', 0.02), ('specimen', 0.01), ('child', 0.01), ('machine', 0.01), ('female', 0.01), ('lady', 0.01), ('one', 0.01), ('person', 0.0), ('beast', 0.0), ('plant', 0.0), ('hulk', 0.0)]",Fiction,1891,1890,17204,"{'creature': 0.18, 'girl': 0.04, 'woman': 0.03, 'monster': 0.02, 'being': 0.02, 'child': 0.01, 'female': 0.01, 'lady': 0.01, 'person': 0.0}","The locomotive is described as an 'ugly duckling,' untidy young machine with human-like traits, blending mechanical and living registers in a hybrid, anthropomorphic portrayal.",Yes,"'Looking' attributes visual perception/appearance typically tied to living beings to the machine; 'a' is a minor grammatical article, not directly relevant to hybridity or anthropomorphism.",anthropomorphism,17204
"Again, with the same machine like exactness, he obeys, and his eyes rest upon a very pink hostess fanning A Widower Indeed. 154 herself vigorously with a blotting pad, caught up from the writing table near by.","[('child', 0.34), ('business', 0.09), ('lady', 0.07), ('cat', 0.05), ('bird', 0.05), ('fairy', 0.03), ('woman', 0.01), ('baby', 0.01), ('clock', 0.01), ('lover', 0.01), ('girl', 0.01), ('dog', 0.01), ('ghost', 0.01), ('parrot', 0.01), ('fish', 0.01), ('queen', 0.01), ('sailor', 0.01), ('sphinx', 0.01), ('sun', 0.01), ('star', 0.01)]",Fiction,1891,1890,823,"{'child': 0.34, 'lady': 0.07, 'fairy': 0.03, 'woman': 0.01, 'baby': 0.01, 'girl': 0.01, 'ghost': 0.01, 'queen': 0.01, 'sailor': 0.01}","The sentence describes a man obeying with 'machine like exactness,' projecting mechanical qualities onto human behavior, showing technomorphism rather than a hybrid blending of both registers.",No,"‘machine’, ‘like’, and ‘exactness’ directly compare human obedience to mechanical precision, indicating technomorphism. ‘Same’ reinforces repetition. Other words (‘pink’, ‘table’, ‘widower’, ‘writing’, ‘with’, ‘.’) are contextual/descriptive, not relevant to the mechanical-human comparison.",technomorphism,823
"A principal feature in this procession was a cycle parade, both ladies and gentlemen entering with great zest, the machines being gaily decked out for the occasion.","[('children', 0.14), ('whole', 0.1), ('ground', 0.06), ('carriages', 0.06), ('grounds', 0.04), ('former', 0.03), ('latter', 0.02), ('ladies', 0.02), ('vehicles', 0.02), ('streets', 0.02), ('procession', 0.02), ('costumes', 0.02), ('people', 0.02), ('dresses', 0.02), ('members', 0.01), ('horses', 0.01), ('boys', 0.01), ('country', 0.01), ('flags', 0.01), ('women', 0.01)]",Non-fiction,1899,1890,9015,"{'children': 0.14, 'ladies': 0.02, 'people': 0.02, 'boys': 0.01, 'women': 0.01}","The sentence describes bicycles ('machines') being decorated for a parade, a mild personification through festive dressing, but lacks deep emotional or vital attribution, showing only slight hybridity.",Yes,"'gaily decked out' attributes a festive, human-like quality to the machines, blending mechanical objects with living/celebratory traits, while 'ladies', 'gentlemen', 'procession', 'parade' establish the human social context surrounding them.",anthropomorphism,9015
"She is not their engine : they have no engine of their own, and cannot be expected to take much pride in the machines.","[('woman', 0.09), ('owner', 0.08), ('one', 0.07), ('man', 0.06), ('girl', 0.06), ('other', 0.05), ('driver', 0.03), ('same', 0.02), ('engine', 0.02), ('owners', 0.02), ('thing', 0.01), ('lady', 0.01), ('creature', 0.01), ('machine', 0.01), ('machinery', 0.01), ('power', 0.01), ('inventor', 0.01), ('person', 0.01), ('mistress', 0.01), ('work', 0.01)]",Fiction,1891,1890,17208,"{'woman': 0.09, 'man': 0.06, 'girl': 0.06, 'driver': 0.03, 'lady': 0.01, 'creature': 0.01, 'inventor': 0.01, 'person': 0.01, 'mistress': 0.01}","The sentence contrasts 'she' with an engine, denying mechanical identity while noting lack of pride in machines, keeping human and mechanical registers distinct rather than blended.",No,"{'she': 'Refers to a human, explicitly separated from being an engine, reinforcing opposition rather than hybridity.', 'pride': 'Human emotional trait denied in relation to machines, marking emotional/mechanical separation, not fusion.', 'the': 'Function word, no semantic bearing on hybridity.', 'take': ""Part of 'take pride,' emphasizing human agency distinct from mechanical function."", 'much': 'Intensifies denial of emotional investment, reinforcing separation.', '.': 'Punctuation, no semantic content.', ',': 'Punctuation, no semantic content.', 'engine': ""Symbol of mechanical function explicitly contrasted with human identity ('not their engine'), maintaining opposition."", 'of': 'Function word, no semantic bearing on hybridity.'}",neutral,17208
The boy might have been a machine; and the noise caused by the whole was exceedingly like that of the lap ping of a dog.,"[('dog', 0.34), ('boy', 0.07), ('child', 0.07), ('cat', 0.05), ('man', 0.04), ('fish', 0.03), ('duck', 0.02), ('baby', 0.02), ('bear', 0.01), ('rat', 0.01), ('kitten', 0.01), ('sheep', 0.01), ('monkey', 0.01), ('puppy', 0.01), ('mouse', 0.01), ('fox', 0.01), ('goat', 0.01), ('rabbit', 0.01), ('horse', 0.01), ('bird', 0.01)]",Non-fiction,1855,1850,17213,"{'boy': 0.07, 'child': 0.07, 'man': 0.04, 'baby': 0.02}","The boy is described as machine-like, stripping him of agency and vitality, while the sound is compared to a dog's lapping—an animal, not mechanical, image. This reflects technomorphism, but not a true hybrid interpenetration.",No,"‘have’ and ‘was’ frame the comparison (‘might have been’, ‘was...like’), signaling simile rather than fusion. ‘dog’ and ‘lap’/‘ping’ (lapping) evoke animal, not mechanical, imagery, contrasting with the boy's mechanized description rather than blending registers. ‘a’ and ‘;’ are structural, not meaningful to hybridity.",technomorphism,17213
She seems to have become a mere listening machine.,"[('listener', 0.41), ('woman', 0.05), ('stock', 0.04), ('child', 0.04), ('spectator', 0.03), ('medium', 0.03), ('machine', 0.02), ('object', 0.02), ('animal', 0.02), ('audience', 0.01), ('girl', 0.01), ('person', 0.01), ('statue', 0.01), ('creature', 0.01), ('instrument', 0.01), ('ear', 0.01), ('patient', 0.01), ('spirit', 0.01), ('witness', 0.01), ('attitude', 0.01)]",Fiction,1880,1880,849,"{'woman': 0.05, 'child': 0.04, 'spectator': 0.03, 'medium': 0.03, 'girl': 0.01, 'person': 0.01, 'creature': 0.01, 'spirit': 0.01}","The sentence describes a human as reduced to a 'listening machine,' projecting mechanical, function-only qualities onto her, illustrating a hybrid blending of human and mechanical registers through technomorphism.",Yes,"{'she': 'Refers to the human subject being described in mechanical terms.', 'mere': 'Signals reduction, framing her as diminished to a mechanical function.', 'have': 'Part of verb phrase indicating a change of state into mechanical status.', 'listening': 'Describes a mechanical function ascribed to a human, blending human sensory activity with machine-like repetition.', 'a': ""Grammatical article linking 'mere' and 'listening machine' as a single mechanical descriptor."", 'seems': 'Introduces the metaphorical transformation, suggesting perception of her as machine-like.', 'become': 'Marks the transformation from human agency to mechanical function.', '.': 'Ends the statement, no direct relevance.'}",technomorphism,849
John Bowie came over to fetch them with one of the machines from the hotel and the old gray mare that Morrison bought from the priest at Bornish.,"[('horses', 0.74), ('dogs', 0.02), ('men', 0.02), ('boys', 0.01), ('servants', 0.01), ('traps', 0.01), ('coaches', 0.01), ('cows', 0.01), ('bottles', 0.0), ('cattle', 0.0), ('girls', 0.0), ('animals', 0.0), ('women', 0.0), ('runners', 0.0), ('children', 0.0), ('maids', 0.0), ('barrels', 0.0), ('things', 0.0), ('boats', 0.0), ('carts', 0.0)]",Fiction,1893,1890,851,"{'men': 0.02, 'boys': 0.01, 'servants': 0.01, 'girls': 0.0, 'women': 0.0, 'children': 0.0}","The sentence simply describes a machine (vehicle) and a horse being used for transport, without attributing feeling or vitality to the machine or mechanical traits to a person.",No,"The words 'from, of, the, mare, and' are purely functional/grammatical or descriptive (mare naming an animal), not indicating any blending of mechanical and living/emotional registers.",neutral,851
"' Hannah keeled over in that same identical way when Suky run her finger through the cogs of the wringing machine — and I ketched her, too !' Reuben had hurriedly come to his brother 's assistance.","[('woman', 0.07), ('-', 0.06), ('hands', 0.04), ('hand', 0.04), ('girl', 0.03), ('water', 0.03), ('machine', 0.02), ('man', 0.02), ('child', 0.02), ('##s', 0.02), ('apron', 0.01), ('girls', 0.01), ('rope', 0.01), ('finger', 0.01), ('fingers', 0.01), ('jug', 0.01), ('cotton', 0.01), ('table', 0.01), ('cow', 0.01), ('kettle', 0.01)]",Fiction,1890,1890,17237,"{'woman': 0.07, 'hands': 0.04, 'hand': 0.04, 'girl': 0.03, 'man': 0.02, 'child': 0.02, 'girls': 0.01}","The sentence describes a human fainting and being caught, with a machine (wringing machine) mentioned only as the setting for an injury. No vitality or emotion is attributed to the machine, nor is the human described mechanically.",No,"'!' emphasizes urgency/emotion but relates to human action, not machine; '—' marks a pause in speech, not hybridity; 'Hannah' refers to a human character fainting, unrelated to machine agency or human mechanization.",neutral,17237
"The Russian soldiers are, indeed, mere machines; tlieir only thought is to obey.","[('animals', 0.12), ('boys', 0.1), ('children', 0.08), ('soldiers', 0.07), ('beasts', 0.05), ('men', 0.05), ('machines', 0.05), ('barbarians', 0.04), ('slaves', 0.03), ('sailors', 0.02), ('beings', 0.01), ('creatures', 0.01), ('fools', 0.01), ('dogs', 0.01), ('devils', 0.01), ('peasants', 0.01), ('monkeys', 0.01), ('units', 0.01), ('skeletons', 0.01), ('officers', 0.01)]",Non-fiction,1858,1850,17243,"{'boys': 0.1, 'children': 0.08, 'soldiers': 0.07, 'men': 0.05, 'slaves': 0.03, 'sailors': 0.02, 'beings': 0.01, 'creatures': 0.01, 'fools': 0.01, 'devils': 0.01, 'officers': 0.01}","The sentence describes soldiers as 'mere machines,' reducing human agency to mechanical obedience, reinforcing an opposition between mechanical (unthinking) and human (thinking) registers rather than blending them.",No,"'Mere' and 'machines' frame soldiers as reduced, non-agentive objects; 'obey' and 'thought' show only a single, limited human capacity (obedience) collapsed into mechanical function, emphasizing contrast rather than interpenetration of registers.",technomorphism,17243
26 under the hands belonging to such a face a machine should have been inspired with a soul; but it was impossible to guess ho AV a master of this sort had come to be buried alive in Deepweald.,"[('master', 0.8), ('man', 0.14), ('soul', 0.01), ('person', 0.0), ('boy', 0.0), ('spirit', 0.0), ('servant', 0.0), ('child', 0.0), ('body', 0.0), ('teacher', 0.0), ('disciple', 0.0), ('hand', 0.0), ('mortal', 0.0), ('mind', 0.0), ('scholar', 0.0), ('being', 0.0), ('gentleman', 0.0), ('woman', 0.0), ('one', 0.0), ('creature', 0.0)]",Fiction,1878,1870,17245,"{'master': 0.8, 'man': 0.14, 'soul': 0.01, 'person': 0.0, 'boy': 0.0, 'spirit': 0.0, 'servant': 0.0, 'child': 0.0, 'body': 0.0, 'teacher': 0.0, 'hand': 0.0, 'mortal': 0.0, 'mind': 0.0, 'being': 0.0, 'gentleman': 0.0, 'woman': 0.0, 'creature': 0.0}","The sentence imagines a machine being 'inspired with a soul' by a skilled master's hands, blending mechanical objects with spiritual/living qualities, showing interpenetration rather than opposition between machine and soul.",Yes,"'Machine' and 'soul' are directly juxtaposed, with 'master' and 'hands' implying human skill animating the machine. 'Face' relates to the artisan's identity, reinforcing the human-machine connection through craftsmanship and imagined vitality.",anthropomorphism,17245
