summary,hybrid_binary,explanation,classification,sentId
"The sentence describes a woman physically suffering (cramp) from prolonged mechanical labor at a sewing machine, emphasizing bodily strain from repetitive machine use rather than blending living and mechanical qualities.",No,"{'sewing': 'Refers to the machine itself, central to the mechanical context but not imbued with life.', 'any': 'Generalizes the claim, not relevant to hybridity.', 'a': 'Article, no semantic weight.', 'day': 'Indicates duration of repetitive mechanical activity.', 'all': 'Emphasizes continuous repetition, reinforcing technomorphic framing.', 'over': 'Describes physical posture, relevant to human-machine interaction.', 'i': 'Refers to speaker, not relevant to hybridity.', 'is': 'Copula, no semantic weight.', 'sits': 'Describes repetitive bodily posture akin to mechanical function.', 'mrs': 'Proper noun reference, not relevant.', 'wonder': 'Expresses rhetorical stance, not relevant to hybridity.', 'at': 'Preposition, no semantic weight.', 'not': 'Negation, part of rhetorical expression.', 'woman': 'The human subject undergoing mechanical-like repetitive strain.', '""': 'Punctuation, irrelevant.', 'do': 'Auxiliary verb, no semantic weight.', 'cramp': 'Physical ailment resulting from repetitive mechanical labor, symbolizing the human body affected by machine-like repetition.', '': 'empty'}",technomorphism,8910
"The sentence compares historical people to machines, implying humans have inner mechanisms ('construction', 'motive power'), blending mechanical and human registers by treating human motivation as machine-like function.",Yes,"'work' refers to mechanical output, while 'historical' refers to people, linking human beings to machine function; together they merge mechanical and human registers, illustrating technomorphic framing of people as machines with 'motive power' and 'construction'.",technomorphism,17105
"Miss Julia is figuratively described as a 'money making machine,' projecting mechanical qualities onto a human, blending living and mechanical registers in a hybrid way.",Yes,"'Turned out' signals the metaphorical framing—Miss Julia failing to 'turn out' as a machine implies she is being measured against mechanical expectations, reinforcing the technomorphic comparison.",technomorphism,17106
"The sentence personifies an 'it' that speaks and expresses being tired of hearing a sewing machine, blending living/emotional register with a mechanical subject, suggesting hybridity through anthropomorphic speech.",Yes,"'It' speaking and finding something 'tiresome' grants human-like feeling/agency to a non-human subject, likely a machine, merging living and mechanical registers. 'Sewing' machine is the mechanical object referenced, reinforcing the hybrid tone.",anthropomorphism,17107
"The sentence describes a woman reduced to a 'machine,' emphasizing mechanical repetition over human agency—a technomorphic depiction of a human as mechanical, showing hybridity by blending living/human and mechanical registers.",Yes,"'Preside' suggests human agency/authority, contrasted with being called a 'machine,' highlighting the tension between human role and mechanical description. 'A' is not relevant to the analysis.",technomorphism,726
"The sentence describes a girl as a 'talking machine,' projecting mechanical, repetitive qualities onto a human, blending living and mechanical registers into a hybrid, technomorphic description.",Yes,"‘girl’ and ‘talking’ are key: a human is likened to a machine that talks, merging organic identity with mechanical function. ‘her’ reinforces the human subject being mechanized. ‘How’ and ‘?’ frame conversational tone, not directly relevant. ‘,’ is punctuation, irrelevant.",technomorphism,8929
"The sentence describes a human being reduced to a machine-like entity, operating by 'clock work,' reflecting technomorphism rather than a hybrid blending, since it casts the human as mechanical without granting machines vitality.",No,"‘mere’ and ‘machine’ reduce the human to mechanical status; ‘clock work’ reinforces mechanical repetition; ‘should,’ ‘he,’ ‘be,’ ‘and,’ ‘go’ structure the comparison; ‘a,’ ‘work,’ ‘!’, and quotation marks are grammatical/punctuation with no direct thematic weight.",technomorphism,8933
"The sentence describes a human reduced to 'a mere machine,' framing human existence in mechanical terms without vitality—this is technomorphism, not a hybrid interpenetration, since it emphasizes reduction rather than blending of registers.",No,"'mere' signals reduction/diminishment, framing the human as lesser, purely mechanical; 'machine' is the key technomorphic term applied to a person; 'be' ties identity to this mechanical state; 'a, then, now, ,, .' are structural/connective words with no bearing on the register.",technomorphism,8934
"The sentence explicitly contrasts human vitality ('flesh and blood') with mechanical existence ('mere machine'), reinforcing opposition rather than blending mechanical and living registers.",No,"man: refers to human subject experiencing feeling; mere: signals diminishment, emphasizing machine as lesser/opposite to human; flesh: symbolizes organic vitality contrasted against mechanical existence.",neutral,8935
"The sentence refers to 'bathing machines' as literal historical beach devices, listed alongside nursemaids and children. No blending of mechanical and living/emotional registers occurs.",No,"{'bathing': ""Part of 'bathing machines,' a literal term for beach changing devices, not figurative or emotional."", ',': 'Punctuation separating list items; no semantic relevance.', 'chess': 'Refers to a game Denzil plays; unrelated to mechanical/human blending.', 'nursemaids': 'Human figures listed neutrally alongside machines, but no anthropomorphic or technomorphic description applied.'}",neutral,745
"The sentence contrasts sewing machines with manual needle work economically, without attributing feeling or vitality to machines or mechanical traits to the widow. No hybrid blending occurs.",No,"Words like 'sewing', 'work', 'pianos', 'fashionable', 'houses' describe social/economic context, not machine vitality or human mechanization. 'Needle', 'standard' relate to labor conditions, not hybridity.",neutral,750
"The sentence describes a human as 'a machine' yet attributes feeling and pleasure to this machine-man, blending mechanical framing with emotional/sensory experience — a hybrid interpenetration of registers.",Yes,"{'man': 'The human subject is explicitly framed as a machine, central to the technomorphic move.', 'a': ""Part of 'as a machine,' establishing the mechanical framing of the man."", 'musick': 'Represents an emotional/aesthetic experience (pleasure) linked to the machine-man, showing hybridity.', 'he': 'Refers back to the man-as-machine, continuing the mechanical-emotional blend.', '""': 'Punctuation, not relevant to meaning.', 'as': 'Signals the comparison of man to machine, key to the technomorphic framing.', 'pleasure': 'An emotional/sensory register attributed to the machine-man, key to the hybridity.', 'for': 'Introduces the example (music) but carries no independent semantic weight for the classification.'}",technomorphism,755
